2020-12-03 09:17:28 |INFO  |restartedMain |StartupInfoLogger.java:55 |com.woniu.springboot.portals.SpringbootK15PortalsApplication |Starting SpringbootK15PortalsApplication using Java 1.8.0_45 on DESKTOP-MPPORRH with PID 5204 (D:\ideaprojects\springboot_k15\springboot_k15_portals\target\classes started by xiakai in D:\ideaprojects\springboot_k15)
2020-12-03 09:17:38 |INFO  |restartedMain |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 80 (http) with context path ''
2020-12-03 09:17:38 |INFO  |restartedMain |DocumentationPluginsBootstrapper.java:160 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Context refreshed
2020-12-03 09:17:38 |INFO  |restartedMain |DocumentationPluginsBootstrapper.java:163 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 1 custom documentation plugin(s)
2020-12-03 09:17:38 |INFO  |restartedMain |ApiListingReferenceScanner.java:41 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2020-12-03 09:17:38 |INFO  |restartedMain |StartupInfoLogger.java:61 |com.woniu.springboot.portals.SpringbootK15PortalsApplication |Started SpringbootK15PortalsApplication in 11.982 seconds (JVM running for 20.227)
2020-12-03 09:20:32 |INFO  |http-nio-80-exec-2 |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-12-03 09:20:32 |INFO  |http-nio-80-exec-2 |FrameworkServlet.java:525 |org.springframework.web.servlet.DispatcherServlet |Initializing Servlet 'dispatcherServlet'
2020-12-03 09:20:32 |INFO  |http-nio-80-exec-2 |FrameworkServlet.java:547 |org.springframework.web.servlet.DispatcherServlet |Completed initialization in 0 ms
2020-12-03 09:20:32 |INFO  |http-nio-80-exec-3 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:20:32 |INFO  |http-nio-80-exec-3 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:null
2020-12-03 09:20:33 |INFO  |http-nio-80-exec-1 |DruidDataSource.java:983 |com.alibaba.druid.pool.DruidDataSource |{dataSource-1} inited
2020-12-03 09:22:39 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:22:39 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:null
2020-12-03 09:22:51 |INFO  |http-nio-80-exec-7 |LoginController.java:30 |com.woniu.springboot.portals.controller.LoginController |登录时的sessionId值：24B7F1A92C152145A38CEB3DC582A812
2020-12-03 09:22:55 |INFO  |http-nio-80-exec-1 |LoginController.java:30 |com.woniu.springboot.portals.controller.LoginController |登录时的sessionId值：358221FCCCB2D9F30A973E0150576522
2020-12-03 09:22:55 |INFO  |http-nio-80-exec-2 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:22:55 |INFO  |http-nio-80-exec-2 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:22:55 |INFO  |http-nio-80-exec-2 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzEsImFjY291bnQiOiJxd2UifQ.A2cyhNclsQ8jP7wKQ7G8_d2uzL8xL6jGLeFYUdweqfU
2020-12-03 09:22:55 |INFO  |http-nio-80-exec-2 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：CCE6374496C884C793A9142290E33884
2020-12-03 09:23:02 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:02 |INFO  |http-nio-80-exec-10 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:02 |INFO  |http-nio-80-exec-10 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:23:21 |INFO  |http-nio-80-exec-1 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:21 |INFO  |http-nio-80-exec-8 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:21 |INFO  |http-nio-80-exec-8 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:23:21 |INFO  |http-nio-80-exec-8 |TeacherController.java:38 |com.woniu.springboot.portals.controller.TeacherController |id:3
2020-12-03 09:23:21 |INFO  |http-nio-80-exec-9 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:21 |INFO  |http-nio-80-exec-9 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:23:21 |INFO  |http-nio-80-exec-9 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：2EEAE5C3A0021835309D07F64141FE10
2020-12-03 09:23:23 |INFO  |http-nio-80-exec-4 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:23 |INFO  |http-nio-80-exec-4 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:23:23 |INFO  |http-nio-80-exec-4 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：6C8438795CA01B09D77D3C8AACF34247
2020-12-03 09:23:24 |INFO  |http-nio-80-exec-2 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:24 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:24 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:23:24 |INFO  |http-nio-80-exec-6 |TeacherController.java:38 |com.woniu.springboot.portals.controller.TeacherController |id:2
2020-12-03 09:23:24 |INFO  |http-nio-80-exec-10 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:23:24 |INFO  |http-nio-80-exec-10 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:23:24 |INFO  |http-nio-80-exec-10 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：D34870EFC54CA7A0E88B28ADF25F48ED
2020-12-03 09:29:45 |INFO  |http-nio-80-exec-9 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:29:45 |INFO  |http-nio-80-exec-9 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:29:45 |INFO  |http-nio-80-exec-9 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：8AF5E0BD0F26ABA29AF8EC4A1CF25D40
2020-12-03 09:29:46 |INFO  |http-nio-80-exec-3 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:29:46 |INFO  |http-nio-80-exec-2 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:29:46 |INFO  |http-nio-80-exec-2 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:29:46 |INFO  |http-nio-80-exec-2 |TeacherController.java:38 |com.woniu.springboot.portals.controller.TeacherController |id:1
2020-12-03 09:29:47 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:29:47 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:29:47 |INFO  |http-nio-80-exec-6 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：18949AA7CB2D89BE54C013052E437058
2020-12-03 09:29:49 |INFO  |http-nio-80-exec-10 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:29:49 |INFO  |http-nio-80-exec-10 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:29:49 |INFO  |http-nio-80-exec-10 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：DF68C00A085223E76420E01931838CDD
2020-12-03 09:29:50 |INFO  |http-nio-80-exec-8 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:29:50 |INFO  |http-nio-80-exec-9 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:29:50 |INFO  |http-nio-80-exec-9 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:29:50 |INFO  |http-nio-80-exec-9 |TeacherController.java:38 |com.woniu.springboot.portals.controller.TeacherController |id:4
2020-12-03 09:29:50 |INFO  |http-nio-80-exec-5 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:29:50 |INFO  |http-nio-80-exec-5 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:29:50 |INFO  |http-nio-80-exec-5 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：FA89397C942B0EE8AAB05917343C9F6E
2020-12-03 09:30:14 |INFO  |http-nio-80-exec-4 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:30:14 |INFO  |http-nio-80-exec-4 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:30:14 |INFO  |http-nio-80-exec-4 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：BF537A90BECD7DE7ED6CD84BB0E2A262
2020-12-03 09:30:54 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:30:54 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:30:54 |INFO  |http-nio-80-exec-6 |TeacherController.java:38 |com.woniu.springboot.portals.controller.TeacherController |id:4
2020-12-03 09:30:54 |INFO  |http-nio-80-exec-1 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:30:54 |INFO  |http-nio-80-exec-1 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:30:54 |INFO  |http-nio-80-exec-1 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：BF57ED46F8C60D2046466F3F088D3C59
2020-12-03 09:30:58 |INFO  |http-nio-80-exec-7 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:30:58 |INFO  |http-nio-80-exec-7 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:30:58 |INFO  |http-nio-80-exec-7 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：EA2B39B5F6E68ABBCF3BD4D5245DE743
2020-12-03 09:31:15 |INFO  |http-nio-80-exec-9 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:31:15 |INFO  |http-nio-80-exec-9 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:31:15 |INFO  |http-nio-80-exec-9 |TeacherController.java:38 |com.woniu.springboot.portals.controller.TeacherController |id:2
2020-12-03 09:31:15 |INFO  |http-nio-80-exec-5 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:31:15 |INFO  |http-nio-80-exec-5 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:31:15 |INFO  |http-nio-80-exec-5 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：67A1D50CF4333EAA2480F1E6A3D6E852
2020-12-03 09:32:16 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:32:16 |INFO  |http-nio-80-exec-6 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:32:16 |INFO  |http-nio-80-exec-6 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：F78820F4638345E23AA2AAF5679584D5
2020-12-03 09:32:18 |INFO  |http-nio-80-exec-7 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:32:18 |INFO  |http-nio-80-exec-7 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:32:18 |INFO  |http-nio-80-exec-7 |TeacherController.java:38 |com.woniu.springboot.portals.controller.TeacherController |id:1
2020-12-03 09:32:18 |INFO  |http-nio-80-exec-3 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:32:18 |INFO  |http-nio-80-exec-3 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:32:18 |INFO  |http-nio-80-exec-3 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：0287E26C9E71784C2320D883C6D7B961
2020-12-03 09:32:21 |INFO  |http-nio-80-exec-8 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:32:21 |INFO  |http-nio-80-exec-8 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:32:21 |INFO  |http-nio-80-exec-8 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：FA56B5FCE175551260EFFC8998893982
2020-12-03 09:32:23 |INFO  |http-nio-80-exec-5 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:32:23 |INFO  |http-nio-80-exec-5 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:32:23 |INFO  |http-nio-80-exec-5 |TeacherController.java:38 |com.woniu.springboot.portals.controller.TeacherController |id:3
2020-12-03 09:32:23 |INFO  |http-nio-80-exec-4 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
2020-12-03 09:32:23 |INFO  |http-nio-80-exec-4 |JwtInterceptor.java:27 |com.woniu.springboot.portals.interceptor.JwtInterceptor |token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ4aWFrYWkiLCJzdWIiOiJrMTVlZHVjYXRpb24iLCJleHAiOjE2MDY5NjAzNzUsImFjY291bnQiOiJxd2UifQ.w-TYZIxwwyJCx9xtyatI2O2bgRiyP9bUJ6TEGZWO-2w
2020-12-03 09:32:23 |INFO  |http-nio-80-exec-4 |LoginController.java:41 |com.woniu.springboot.portals.controller.LoginController |获取登录用户信息时的sessionId值：6146F38750DACA65B8E171E1C2EC10B1
2020-12-03 09:32:35 |INFO  |http-nio-80-exec-10 |JwtInterceptor.java:20 |com.woniu.springboot.portals.interceptor.JwtInterceptor |******preHandle******
